ID,Cultural_Identity,Gender,Country_Region,Undergrad_Degree,Years_Work_Experience,Analytics_Work_Experience,Strength_of_Recommendation,Standardized_Test_Score,Legacy_Admission,Mission_Statement,Admitted
934,Asian,Male,APAC,Other,-1.12,1.4962334855,3.74,0.4244319364,0,I want to join cuz I love analytics and data. Your program is good for me.,0
935,"White, Non-Hispanic",Male,Americas,Math + Statistics,-2.67,0.5643847203,3.27,-0.653181375,0,"I want to deepen my understanding of analytics, and this program seems like a good fit.",0
936,"White, Non-Hispanic",Female,EMEA,Math + Statistics,-0.67,10.816612025,3.99,-1.148675042,0,"Analytics is cool, and I need a program, so yours works.",0
937,Hispanic,Male,Americas,Math + Statistics,-1.13,2.343060007,3.19,-0.50302712,0,,0
938,Asian,Female,APAC,Other,2.44,0.1520297826,3.32,-1.903739002,1,I want to join cuz I like numbers and things. This program seems cool and I can do good.,0
939,Asian,Female,APAC,Other,0.27,0.2363006026,3.40,-2.278304073,0,"I think your program is good and analytics is fun, so I want to join.",0
940,Hispanic,Female,Americas,Math + Statistics,-0.59,0,3.16,0.2728641931,0,Your program looks like it can provide the training I need in data analysis.,0
941,"White, Non-Hispanic",Female,Americas,Other,24.20,0,3.38,-0.270053508,0,,0
942,"White, Non-Hispanic",Male,Americas,Information Sciences,1.49,3.8456865613,5.00,0.8704426641,0,I believe this program can help me better understand the field of analytics and improve my skills.,1
943,Asian,Male,APAC,Economics,6.88,1.008101357,4.16,0.4931955239,1,"I am interested in learning more about data analysis, and this program seems like a good fit.",0
944,Asian,Female,APAC,Economics,0.92,1.4807714888,2.55,0.9901411113,0,Your program’s practical approach will prepare me to tackle real-world challenges in data analytics. Hands-on projects and case studies will enhance my problem-solving skills and practical expertise.,0
945,"Black, Non-Hispanic",Male,EMEA,Math + Statistics,8.57,0.4672881722,3.72,0.0150566413,1,I aim to leverage your program’s strong emphasis on research to contribute to the field of data analytics. The program’s focus on innovation and real-world applications aligns with my research interests and career goals.,1
946,Asian,Male,Americas,Math + Statistics,-0.61,1.072795471,3.26,0.786414994,1,"I am passionate about solving complex problems and am eager to join the Master of Analytics program. My academic background in math and statistics, coupled with significant analytical experience, makes me a strong candidate. I am committed to using data to uncover insights and drive strategic decisions.",1
947,"White, Non-Hispanic",Female,Americas,Math + Statistics,4.67,3.1636901437,4.65,1.8640186136,0,My passion for data analytics and my background in engineering make the Master of Analytics program the perfect fit for me. I look forward to learning from industry experts and contributing to impactful projects.,1
948,"Black, Non-Hispanic",Male,Americas,Economics,0.88,2.5754342554,3.37,-1.058895046,0,"Data is awesome. I want to earn big cash. Let me join your program, please!",0
949,Asian,Male,APAC,Economics,0.01,0.4202597594,2.24,1.4350282647,0,I believe this program will help me understand analytics better and open up new career opportunities for me.,0
950,Asian,Male,APAC,Economics,5.27,0.3414382462,3.76,0.6276428676,0,I believe your program offers the right mix of courses to help me succeed in analytics.,0
951,Asian,Female,APAC,Math + Statistics,0.96,0,2.79,0.3982027065,1,I like data and want to do analytics. This program will help me alot.,0
952,"Black, Non-Hispanic",Male,Americas,Other,0.00,0,4.31,0.0308577152,0,,0
953,"White, Non-Hispanic",Male,EMEA,Economics,3.02,0,4.26,0.2848896955,0,My experience in data analysis and my passion for predictive modeling make the Master of Analytics program an ideal fit for me. I look forward to learning from esteemed faculty and contributing to impactful projects.,1
954,Asian,Male,APAC,Other,-1.51,0.1517914259,3.97,0.7179132583,0,I am excited about the opportunity to develop my analytics skills through your program.,0
955,"White, Non-Hispanic",Female,EMEA,Other,0.00,0,2.28,-0.507864626,0,"I have some knowledge in analytics, and your program will help me improve.",0
956,Asian,Male,EMEA,Analytics,-0.70,0,4.09,-0.496269928,0,I believe this program can help me improve my skills in data analysis.,0
957,"White, Non-Hispanic",Male,Americas,Math + Statistics,-7.24,0,2.68,0.4784784779,1,"I want to expand my knowledge in data analysis, and your program seems like a good fit.",1
958,"White, Non-Hispanic",Male,EMEA,Economics,4.84,0,4.12,-0.197901653,0,"Analytics is interesting, and your program looks like a good way to learn more.",0
959,Asian,Male,APAC,Other,0.00,0,3.93,0.440743761,0,"I want to expand my knowledge in analytics, and your program looks like a good fit.",0
960,"White, Non-Hispanic",Male,Americas,Math + Statistics,-4.47,0,1.74,-0.222239197,1,Your program is good for me to learn analytics and find employment.,0
961,"White, Non-Hispanic",Male,Americas,Economics,3.00,1.5371756096,2.30,0.5971140142,1,I am passionate about transforming data into actionable insights. Your program's emphasis on real-world applications will prepare me to excel in the field of data analytics.,1
962,"White, Non-Hispanic",Female,EMEA,Economics,-1.33,0.2613123615,2.70,-0.739820984,0,I believe this program can help me enhance my abilities in analytics.,0
963,Hispanic,Male,Americas,Math + Statistics,-2.79,6.5972097189,5.00,1.4018386688,0,I plan to use your program’s advanced analytical techniques to contribute to sustainable business practices and environmental solutions. The program’s focus on ethics and innovation aligns with my career aspirations.,1
964,Asian,Female,APAC,Analytics,27.44,0,4.64,1.9032967642,0,"Your program's renowned faculty and strong industry connections will provide the mentorship, resources, and opportunities I need to succeed in the rapidly evolving field of data analytics.",1
965,Asian,Female,APAC,Economics,1.39,0,3.90,-0.321486416,0,Your program looks good and I wanna join. I like analytics.,0
966,Asian,Male,APAC,Economics,0.00,0,3.97,-0.057155781,0,,0
967,"White, Non-Hispanic",Male,EMEA,Other,9.68,0,2.95,1.1254622768,0,I am excited about the chance to develop my data analysis skills through your program.,0
968,"Black, Non-Hispanic",Female,Americas,Other,2.81,0.3465811674,4.58,-0.340820761,0,I am looking for a program that can help me deepen my understanding of analytics.,0
969,Other,Female,Americas,Other,2.65,0.3551275103,3.79,0.5075476426,0,"I want to develop my skills in analytics, and this program seems like a good fit.",0
970,Asian,Male,Americas,Math + Statistics,0.42,0.8580899794,3.14,0.816564826,0,Your program appears to have the courses I need to improve my data analysis skills.,0
971,Asian,Male,APAC,Other,1.56,0,2.61,0.008959985,0,I believe your program offers the right blend of theory and practice for my career goals.,0
972,"White, Non-Hispanic",Female,Americas,Economics,-0.17,0,2.42,-0.797015813,0,,0
973,Asian,Female,APAC,Other,-2.45,0.0972092021,3.52,-0.959936124,0,Your program looks interesting and I want to join and learn data.,0
974,Asian,Male,APAC,Math + Statistics,-1.10,0.0246433051,2.42,0.3522185393,0,Your program looks like it can help me achieve my career goals in data analysis.,0
975,"White, Non-Hispanic",Male,EMEA,Math + Statistics,12.74,3.1297335479,4.37,-1.171282878,0,Your program’s integration of theoretical and practical approaches will help me develop a comprehensive understanding of data analytics and apply it to real-world challenges.,1
976,Asian,Female,APAC,Math + Statistics,0.22,2.3837376229,1.61,-0.775288753,0,I have a strong interest in data and want to develop my skills in analytics through this program.,0
977,Asian,Female,APAC,Math + Statistics,-2.69,0,4.91,-0.019749253,1,I believe the Master of Analytics program will help me achieve my career goals by providing a solid foundation in analytics.,0
978,"White, Non-Hispanic",Female,Americas,Math + Statistics,0.00,0,4.55,-1.742361641,0,I wanna lern more about data. Your program will make me better.,0
979,Asian,Female,APAC,Math + Statistics,-3.44,0.9561925412,2.74,0.2951743658,0,"I am excited about the prospect of joining the Master of Analytics program to deepen my understanding of advanced analytical techniques. With a background in mathematics, I am eager to apply my skills to solve complex problems and drive strategic decisions.",0
980,"White, Non-Hispanic",Female,EMEA,Math + Statistics,0.11,3.7077190952,3.56,-0.294854836,0,"I am passionate about using data to drive business growth, and your program’s comprehensive curriculum will provide me with the knowledge and skills needed to achieve this.",1
981,"Black, Non-Hispanic",Female,Americas,Math + Statistics,-2.49,1.7889729733,2.42,1.7220051252,0,Your program looks like it can provide the training I need in data analysis.,0
982,"White, Non-Hispanic",Female,Americas,Other,1.15,2.1100691471,3.27,-0.335001673,0,"I want to develop my skills in data analysis, and your program seems like a good fit.",0
983,"White, Non-Hispanic",Female,EMEA,Other,5.17,4.7972562648,3.44,-0.204614229,0,I believe this program can help me enhance my abilities in data analytics.,0
984,"Black, Non-Hispanic",Female,Americas,Information Sciences,2.66,0,4.85,-0.326864629,0,I think this program offers the right blend of theory and practice for my career in analytics.,0
985,Hispanic,Male,EMEA,Other,0.59,2.7133357564,5.00,1.0603322993,0,I am excited to join your program to deepen my understanding of data visualization techniques. Effective communication of data insights is crucial for driving strategic decisions and stakeholder engagement.,1
986,"White, Non-Hispanic",Female,EMEA,Other,2.29,2.6391196499,2.90,-0.645468713,0,,0
987,"White, Non-Hispanic",Male,Americas,Other,6.38,0.7817477259,3.61,1.1028423226,0,Your program’s hands-on projects will provide me with practical experience in data analytics. The program’s focus on real-world applications will enhance my problem-solving skills and practical expertise.,1
988,Other,Male,Americas,Analytics,5.76,0.0994161885,2.54,-1.996970271,0,I am excited about the opportunity to develop my skills in analytics through your program.,0
989,"White, Non-Hispanic",Female,Americas,Other,4.29,0.7943341409,2.33,0.7496841966,0,My background in statistics and my interest in predictive modeling make the Master of Analytics program an ideal choice for me. I am excited to learn from industry experts and contribute to innovative projects.,1
990,"White, Non-Hispanic",Female,Americas,Other,0.58,0,3.37,-0.035364433,0,,0
991,Asian,Female,APAC,Information Sciences,0.09,0.3344257864,2.20,-0.745286195,0,I have sum experience in data and analytics. I think this program will help me.,0
992,Asian,Male,APAC,Math + Statistics,-2.49,0,5.00,-0.817461585,0,I believe your program can help me improve my data analysis skills.,0
993,"White, Non-Hispanic",Female,Americas,Math + Statistics,4.58,0,2.70,-0.423455345,0,I am eager to develop my skills in data analysis through your program.,0
994,"White, Non-Hispanic",Female,Americas,Information Sciences,0.00,0,3.86,0.6210022504,0,I think your program offers the right mix of theory and practical experience.,0
995,Asian,Female,APAC,Other,-1.13,1.2560311787,2.86,0.6184356605,0,I have some experience in analytics and believe this program can help me grow.,0
996,Asian,Male,APAC,Math + Statistics,0.31,2.4637787618,3.61,0.8631206906,0,Your program’s commitment to excellence aligns with my goal of becoming a top-tier data analyst. The program’s rigorous training and industry connections will provide the foundation for a successful career.,0
997,Asian,Female,APAC,Economics,-0.47,5.7295811812,4.09,-0.87510103,0,I have some experience in data analysis and want to develop my skills further. This program looks ideal for that.,0
